363,1000,20,100,8797.52,44.9799,8707.56,8887.48
432,1000,20,120,8890.01,42.9656,8804.08,8975.94
512,1000,20,140,8828.75,34.2997,8760.15,8897.35
624,1000,20,160,8867.88,34.4073,8799.06,8936.69
614,1000,20,180,8868.02,31.3811,8805.26,8930.78
664,1000,20,200,8877.12,34.7202,8807.68,8946.56
720,1000,20,220,8845.66,28.9203,8787.82,8903.5
787,1000,20,240,8841.55,29.0773,8783.39,8899.7
849,1000,20,260,8877.92,28.3209,8821.28,8934.56
916,1000,20,280,8844.31,28.5015,8787.31,8901.32
977,1000,20,300,8843.49,27.8922,8787.7,8899.27
1038,1000,20,320,8884.87,25.4448,8833.98,8935.76
1139,1000,20,340,8853.19,23.3325,8806.52,8899.85
1172,1000,20,360,8860.79,23.4617,8813.87,8907.72
1228,1000,20,380,8891.62,22.9531,8845.72,8937.53
1380,1000,20,400,8874.26,21.6462,8830.97,8917.55
1487,1000,20,420,8878.06,22.3749,8833.31,8922.81
1424,1000,20,440,8877.54,20.0021,8837.54,8917.55
1493,1000,20,460,8849.13,20.5256,8808.08,8890.18
1621,1000,20,480,8828.89,19.581,8789.73,8868.05
1618,1000,20,500,8876.29,21.8032,8832.68,8919.89
1680,1000,20,520,8857.01,20.2807,8816.45,8897.57
1809,1000,20,540,8843.37,19.5738,8804.22,8882.52
1809,1000,20,560,8859.43,19.3079,8820.81,8898.04
1865,1000,20,580,8865.63,18.0606,8829.51,8901.75
2020,1000,20,600,8862.78,18.1151,8826.55,8899.02
1998,1000,20,620,8861,17.3159,8826.37,8895.63
2125,1000,20,640,8825.99,17.538,8790.91,8861.06
2264,1000,20,660,8889.35,16.8906,8855.57,8923.13
2216,1000,20,680,8859.64,16.752,8826.14,8893.15
2294,1000,20,700,8883.77,17.2626,8849.25,8918.3
2309,1000,20,720,8871.5,16.4802,8838.54,8904.46
2451,1000,20,740,8872.97,16.442,8840.08,8905.85
2438,1000,20,760,8855.84,16.2258,8823.38,8888.29
2579,1000,20,780,8846.96,15.3706,8816.22,8877.7
2559,1000,20,800,8849.95,16.1076,8817.73,8882.16
2681,1000,20,820,8848.67,14.7926,8819.09,8878.26
2684,1000,20,840,8839.21,14.653,8809.9,8868.51
2930,1000,20,860,8876.7,15.7022,8845.3,8908.11
2817,1000,20,880,8861.01,15.0404,8830.93,8891.1
2937,1000,20,900,8853.59,14.2949,8825,8882.18
3176,1000,20,920,8845.9,14.3643,8817.17,8874.63
3062,1000,20,940,8859.92,14.8716,8830.18,8889.67
3159,1000,20,960,8874.48,14.4646,8845.55,8903.41
3220,1000,20,980,8839.65,14.2893,8811.08,8868.23
782,1000,50,100,8646.21,45.7799,8554.65,8737.77
977,1000,50,120,8697.38,44.2893,8608.8,8785.96
1154,1000,50,140,8641.2,34.653,8571.89,8710.51
1255,1000,50,160,8591.35,33.9242,8523.5,8659.2
1421,1000,50,180,8662.65,31.04,8600.57,8724.73
1565,1000,50,200,8661.7,29.8435,8602.01,8721.38
1694,1000,50,220,8664.76,27.0648,8610.63,8718.89
1948,1000,50,240,8718.81,28.0235,8662.76,8774.86
2113,1000,50,260,8648.5,26.2359,8596.03,8700.98
2299,1000,50,280,8692.35,27.3591,8637.63,8747.07
2431,1000,50,300,8662.65,24.9889,8612.67,8712.62
2513,1000,50,320,8658.92,22.9756,8612.96,8704.87
2735,1000,50,340,8652.85,24.3925,8604.06,8701.63
3017,1000,50,360,8675.14,22.9341,8629.27,8721.01
3018,1000,50,380,8695.76,21.4388,8652.88,8738.64
3337,1000,50,400,8682.25,20.0902,8642.07,8722.43
3488,1000,50,420,8676.17,20.5602,8635.05,8717.29
3733,1000,50,440,8678.7,21.7283,8635.24,8722.16
3750,1000,50,460,8653.61,19.9038,8613.81,8693.42
3695,1000,50,480,8684.05,19.0259,8646,8722.1
3972,1000,50,500,8674.62,19.2699,8636.08,8713.16
4199,1000,50,520,8686.48,19.2849,8647.91,8725.05
4439,1000,50,540,8667.02,18.0319,8630.95,8703.08
4384,1000,50,560,8641.06,17.841,8605.38,8676.74
4528,1000,50,580,8635.74,18.0264,8599.69,8671.79
4648,1000,50,600,8630.45,17.103,8596.25,8664.66
4888,1000,50,620,8680.82,17.5054,8645.81,8715.83
4938,1000,50,640,8661.84,16.4622,8628.91,8694.76
5139,1000,50,660,8648.78,16.4257,8615.93,8681.63
5301,1000,50,680,8676.8,15.8863,8645.03,8708.57
5430,1000,50,700,8675.23,16.5051,8642.22,8708.24
5609,1000,50,720,8659.55,16.0357,8627.48,8691.62
5743,1000,50,740,8682.12,16.0949,8649.93,8714.31
5916,1000,50,760,8661.54,16.1086,8629.32,8693.76
6057,1000,50,780,8661.52,14.8129,8631.9,8691.15
6216,1000,50,800,8671.39,15.5309,8640.33,8702.45
6372,1000,50,820,8663.31,15.5845,8632.14,8694.48
6683,1000,50,840,8659.03,15.2607,8628.51,8689.55
6721,1000,50,860,8680.57,14.481,8651.61,8709.54
6813,1000,50,880,8699.28,13.8356,8671.6,8726.95
6967,1000,50,900,8655.8,14.0103,8627.78,8683.82
7084,1000,50,920,8665.86,14.3896,8637.08,8694.64
7407,1000,50,940,8667.11,13.4399,8640.23,8693.99
7439,1000,50,960,8699.15,14.4016,8670.34,8727.95
7600,1000,50,980,8672.72,13.8264,8645.07,8700.38
1575,1000,100,100,8539.29,44.2142,8450.86,8627.72
1862,1000,100,120,8592.99,39.892,8513.2,8672.77
2201,1000,100,140,8592.44,36.8863,8518.67,8666.21
2462,1000,100,160,8592.15,35.003,8522.15,8662.16
2758,1000,100,180,8597.4,31.4696,8534.46,8660.33
3108,1000,100,200,8593.31,31.6852,8529.94,8656.68
3395,1000,100,220,8609.57,30.4695,8548.64,8670.51
3667,1000,100,240,8648.41,28.7438,8590.93,8705.9
4017,1000,100,260,8601.77,26.5176,8548.74,8654.81
4336,1000,100,280,8571.5,24.8426,8521.81,8621.18
4621,1000,100,300,8622.7,24.5798,8573.54,8671.86
4889,1000,100,320,8602.96,24.2235,8554.51,8651.4
5252,1000,100,340,8604.5,21.5634,8561.37,8647.63
5635,1000,100,360,8587.21,23.8805,8539.45,8634.97
5858,1000,100,380,8613.76,21.8822,8570,8657.52
6159,1000,100,400,8626.56,22.7222,8581.12,8672.01
6460,1000,100,420,8616.65,21.0088,8574.64,8658.67
6753,1000,100,440,8572.1,19.6597,8532.78,8611.42
7054,1000,100,460,8598.78,19.1436,8560.49,8637.07
7353,1000,100,480,8636.35,20.4301,8595.49,8677.21
7649,1000,100,500,8598.8,19.6176,8559.56,8638.03
8028,1000,100,520,8643.39,19.7805,8603.82,8682.95
8321,1000,100,540,8589.08,18.5126,8552.05,8626.1
8663,1000,100,560,8570.13,18.2962,8533.54,8606.72
8896,1000,100,580,8609.54,18.0553,8573.43,8645.65
9172,1000,100,600,8586.02,17.1882,8551.65,8620.4
9470,1000,100,620,8620.59,17.6594,8585.27,8655.91
9744,1000,100,640,8619.94,17.5556,8584.83,8655.05
10087,1000,100,660,8607.55,16.4211,8574.71,8640.4
10424,1000,100,680,8624.74,17.0288,8590.68,8658.8
10907,1000,100,700,8605.89,16.3176,8573.25,8638.52
11246,1000,100,720,8611.89,16.6935,8578.51,8645.28
11327,1000,100,740,8622.01,16.1721,8589.67,8654.36
12269,1000,100,760,8624.37,16.3333,8591.7,8657.04
12322,1000,100,780,8617.6,15.4162,8586.76,8648.43
12394,1000,100,800,8579.47,14.4642,8550.54,8608.4
12452,1000,100,820,8569.07,15.0524,8538.96,8599.17
12986,1000,100,840,8578.89,14.8404,8549.21,8608.57
13412,1000,100,860,8609.41,14.0355,8581.33,8637.48
13435,1000,100,880,8608.13,14.7894,8578.55,8637.71
13740,1000,100,900,8594.4,14.1207,8566.16,8622.65
14036,1000,100,920,8598.05,13.8659,8570.32,8625.79
14562,1000,100,940,8601.34,13.9326,8573.47,8629.2
14673,1000,100,960,8592.47,14.1857,8564.1,8620.84
15008,1000,100,980,8595.99,13.6313,8568.73,8623.25
2378,1000,150,100,8582.94,43.7475,8495.44,8670.43
2830,1000,150,120,8578.43,42.5532,8493.32,8663.53
3241,1000,150,140,8571.03,33.31,8504.41,8637.65
3690,1000,150,160,8558.21,33.7217,8490.77,8625.66
4282,1000,150,180,8625.76,28.2617,8569.23,8682.28
4677,1000,150,200,8579.06,26.749,8525.56,8632.56
5299,1000,150,220,8601.72,28.952,8543.82,8659.62
5754,1000,150,240,8570.43,26.4389,8517.56,8623.31
6044,1000,150,260,8571.16,26.5309,8518.1,8624.22
6411,1000,150,280,8569.09,26.4795,8516.13,8622.05
6939,1000,150,300,8599.05,23.5314,8551.99,8646.11
7404,1000,150,320,8561.87,22.5045,8516.86,8606.88
7767,1000,150,340,8568.26,23.6551,8520.95,8615.57
8673,1000,150,360,8593.17,22.7934,8547.58,8638.76
9037,1000,150,380,8564.71,21.8597,8520.99,8608.43
9378,1000,150,400,8607.36,21.9975,8563.36,8651.35
9863,1000,150,420,8618.56,22.0539,8574.45,8662.67
10137,1000,150,440,8591.54,21.1321,8549.27,8633.8
11157,1000,150,460,8589.02,20.2086,8548.6,8629.44
11383,1000,150,480,8580.74,18.6681,8543.4,8618.08
11623,1000,150,500,8570.23,18.1974,8533.83,8606.62
12076,1000,150,520,8595.63,18.6181,8558.4,8632.87
12340,1000,150,540,8571.82,18.6684,8534.49,8609.16
12776,1000,150,560,8579.98,16.7124,8546.56,8613.41
13218,1000,150,580,8555.2,18.3551,8518.49,8591.91
13653,1000,150,600,8585.39,17.2054,8550.98,8619.8
14160,1000,150,620,8605.34,16.4337,8572.47,8638.21
15302,1000,150,640,8585.62,16.2328,8553.15,8618.09
15784,1000,150,660,8593.77,16.673,8560.42,8627.12
16656,1000,150,680,8589.02,16.5071,8556,8622.03
16640,1000,150,700,8588.6,15.9301,8556.74,8620.46
16642,1000,150,720,8595.65,15.5107,8564.62,8626.67
17442,1000,150,740,8579.48,15.9422,8547.6,8611.37
17963,1000,150,760,8567.42,15.3413,8536.74,8598.11
18071,1000,150,780,8580.87,15.1412,8550.59,8611.15
19774,1000,150,800,8579.4,14.9624,8549.48,8609.33
19051,1000,150,820,8599.45,15.2656,8568.91,8629.98
19416,1000,150,840,8573.73,14.5247,8544.68,8602.78
19544,1000,150,860,8580.59,14.7777,8551.03,8610.14
20810,1000,150,880,8577.32,14.0413,8549.24,8605.41
20633,1000,150,900,8586.33,14.0567,8558.22,8614.44
21482,1000,150,920,8594.79,14.4272,8565.93,8623.64
21798,1000,150,940,8602.14,13.8588,8574.42,8629.86
21893,1000,150,960,8586.89,13.5497,8559.79,8613.99
22310,1000,150,980,8551.84,13.725,8524.39,8579.29
